system:index,city_st,ndvi_median13,.geo
00009c76eeb5bde109bf,St. Paul_MN,0.5410455702854481,
0000c5ef5a8e051aea5c,Minneapolis_MN,0.49023162316002084,
0000822fa0a4f7bad082,Fargo_ND,0.5566648689328454,
00003333ad3ea2925ccf,Billings_MT,0.42777274188088604,
0000fec0478e736448c4,Everett_WA,0.5526473314241195,
000094ee982e31bb0d69,Seattle_WA,0.4707242874237748,
0000c151ae652cd88b0f,Renton_WA,0.5371971416055117,
0000ad277cf162dbb590,Tacoma_WA,0.4980379430128954,
00000309fe1122536539,Kent_WA,0.5604333914793078,
00004afb172d0b5b9a16,Bellevue_WA,0.5917960194684961,
00005121e6de7a0e7014,Hillsboro_OR,0.5293040326652473,
0000b703480b48d46412,Portland_OR,0.5175577111274436,
0000303160854587bdbc,Salem_OR,0.5449336138492005,
00006006fc1559b38e97,Gresham_OR,0.5409618037841715,
00008cbfe4dd48333c29,Vancouver_WA,0.5136592598591853,
0000bef7342779525ee3,Spokane_WA,0.45894905952511444,
00000bc49cd1d4a7174a,Boise City_ID,0.3769260456816636,
0000257ef9dc449e8c67,Eugene_OR,0.560530076899093,
0000d83e938c84092af3,Santa Rosa_CA,0.4863838420656643,
0000466a11e7e5151c9a,Vallejo_CA,0.41219907541535583,
0000280f3f73e9e5523e,Fairfield_CA,0.486323861962715,
00004ec377a6e026c314,Antioch_CA,0.38089417013927396,
0000aa3f866e509ff5d9,Concord_CA,0.4433727876500686,
00004d06f4e468d2e31f,Richmond_CA,0.394345772224011,
000015e3311acf0cb74d,Berkeley_CA,0.37311000312321024,
0000d5b94065c4f57d9c,Oakland_CA,0.32621969170690635,
000032154294393b2db9,San Francisco_CA,0.21480132385448403,
00007080972a02224cea,Salinas_CA,0.3300507608593551,
0000fe61541e2c38d12d,San Jose_CA,0.3554450407187283,
0000a8e7d049a638234b,Daly City_CA,0.2831895908726745,
0000570c6fa31b6f510b,Hayward_CA,0.29286244050454874,
00000296c11456335f89,Fremont_CA,0.3554602423631518,
000007cebb683b6682e5,San Mateo_CA,0.33404223466509636,
0000ec242c5711a6dcfb,Sunnyvale_CA,0.3144898976151264,
0000d51ff65667e9c6b1,Santa Clara_CA,0.30281325813806653,
000054da56925b0c2e96,Stockton_CA,0.3612960423557299,
0000849855395a64ffb9,Modesto_CA,0.3847621759198643,
00008c701c76dacf4437,Clovis_CA,0.33397748070788846,
0000a5fee7f79671d921,Fresno_CA,0.3339851838818158,
000059929dc460703e97,Visalia_CA,0.3457030850558294,
000070098cc66d4ae4b8,Reno_NV,0.2402007236680362,
0000acc666afed7b4c08,Elk Grove_CA,0.4707442790708746,
000082c3ff700d51cd38,Sacramento_CA,0.4101382256568152,
000027825572dfab126b,Roseville_CA,0.4433519696760002,
00007eb68aa554fde632,Lancaster_CA,0.15039069515351192,
00003f7e73e9353e8dae,Palmdale_CA,0.1503774466302372,
000051a893c5479e326b,Santa Clarita_CA,0.29102281759344045,
000027a29ef9c9ba074b,Simi Valley_CA,0.34180399024300523,
0000468b8c5887e52666,Los Angeles_CA,0.30660565525225936,
0000d19498439bd93508,Burbank_CA,0.3223066819195529,
00003a68afed6df67f81,Torrance_CA,0.24803407903273042,
0000541e4b52409a9aeb,Inglewood_CA,0.24021813088351432,
00008fefd2720fa0f239,Glendale_CA,0.37699667588188646,
000025a3c15fa46a30e3,Pasadena_CA,0.39654173809136156,
0000a216604dd5922c23,Long Beach_CA,0.2441055378495884,
00004de3d6a9c527a7c8,Downey_CA,0.2792448284750258,
0000e6316af2b6e17375,El Monte_CA,0.2323887391328824,
000078147e369735fe47,Norwalk_CA,0.2480512560029091,
00007b2e5c08cbe20fe6,West Covina_CA,0.3339458795263104,
0000838e429f5e231c4f,Pomona_CA,0.29091706252670246,
0000463fa0d82ffb6432,Ontario_CA,0.25975110482399666,
00003d82bcc4349018df,Rancho Cucamonga_CA,0.29490874837954856,
0000f549f13cd7ab1040,Jurupa Valley_CA,0.25588246857906227,
00006a3560cab1fda220,Fontana_CA,0.24413322390715497,
000073de5dd98ee9dfb1,Rialto_CA,0.2480091749325838,
0000c2b8093dac933513,San Bernardino_CA,0.2793268748592678,
000044553ae7a5762c10,Victorville_CA,0.13085712676827427,
0000764e4e883b88a862,Las Vegas_NV,0.1542845828594527,
0000ab95bb21568e03ea,North Las Vegas_NV,0.11917386756289144,
0000dbf27e6cdc10a9ad,Henderson_NV,0.14647198853332874,
000095df0d2f5e2c76a0,Chula Vista_CA,0.3105739386687483,
0000a9cfe3df34d1710c,San Diego_CA,0.3222715402007025,
0000a1de7f26b6495585,El Cajon_CA,0.2480010228165521,
00003f51d6ef8de12b08,Moreno Valley_CA,0.31444486513457187,
0000ba6d15f70bb74b39,Murrieta_CA,0.306631967754266,
0000b971640b165cfafa,Temecula_CA,0.35743930639296834,
000071acc83560f07d29,Escondido_CA,0.36519152284119727,
00001d4c7b563479e6e2,Carlsbad_CA,0.3574138298918107,
0000275d49075d0633f7,Oceanside_CA,0.3418468609833592,
000077a818424daf499e,Vista_CA,0.33011330289008556,
0000d1a506214573f211,Riverside_CA,0.2988146726633902,
00004bd8697724664436,Corona_CA,0.2871268159003674,
00007d8a9647a6349884,Irvine_CA,0.3183530795283042,
0000c8e77cef44c8a258,Orange_CA,0.29102177666089857,
000058a90ac3c22353d6,Anaheim_CA,0.2792867349467539,
00007c437e2e717f7651,Fullerton_CA,0.3261921841890544,
00004ee3c749a5b6f91b,Garden Grove_CA,0.2675854272467921,
000058d3cd9e685cde0b,Santa Ana_CA,0.259717589506117,
000069de8b15716e7620,Costa Mesa_CA,0.2793036110853026,
000009b574f6c1f16bee,Huntington Beach_CA,0.2519219049821094,
0000c44b6aec3f5a06fc,Thousand Oaks_CA,0.3613030431372385,
0000fa5310f75b79fcd7,Oxnard_CA,0.2636227101910931,
0000acb90a6bc5020156,Ventura_CA,0.3066457548966912,
0000e06b87a0ff8bfe31,Bakersfield_CA,0.3027401672867164,
0000d23cbaf6f309883b,Santa Maria_CA,0.31441652778112056,
0000a278584032630ebd,New Orleans_LA,0.4902392444896304,
00002b37521a67be7f9d,Lafayette_LA,0.5800601837849726,
00004c917b37925b019c,Baton Rouge_LA,0.5957158032551655,
0000c7708135e6956e92,Jackson_MS,0.6894593092731015,
0000edc7a6e947570236,Shreveport_LA,0.6035507366657366,
00009d99c9b5d1bb0430,Beaumont_TX,0.6425529101866498,
000047372405117ecbb2,Houston_TX,0.5332212179373351,
0000c71246a2807d6c45,Pasadena_TX,0.5527607022565119,
000065234df22c5084b2,League City_TX,0.6152142534816893,
00000166165a0db0874e,Pearland_TX,0.5917791727619114,
000036d22fb0a18b7d2e,Austin_TX,0.5449247379217501,
0000b675bcec2f4fd77d,Round Rock_TX,0.49029303135154473,
00005164e19748c33161,Killeen_TX,0.45115754447206147,
0000ea2ea75be93640f6,College Station_TX,0.5683679443015303,
0000675dd89413051ef1,Tyler_TX,0.6073634535815368,
0000eb7e42f446b07c9f,Dallas_TX,0.501929018797102,
0000c83731bbd25597b1,Garland_TX,0.47853182148154555,
0000179e277b4c769d9b,McKinney_TX,0.5449209412483139,
00005b01c7202f0a8e3f,Frisco_TX,0.5214797162314783,
000050dab1ef59ceb055,Plano_TX,0.41598788170967954,
000078c1600351aa306f,Richardson_TX,0.4471902678366767,
0000fd4b3407389a2b84,Carrollton_TX,0.400493909179288,
00008df6187c8b9e3d0d,Lewisville_TX,0.40814920902987845,
0000d36f57334e11dec2,Irving_TX,0.44332321851551415,
000042f88813c9e2b9d1,Denton_TX,0.5839828347539399,
00006bf2accefba98840,Fort Worth_TX,0.4824360169574828,
000086d620ae5a29aa77,Arlington_TX,0.4668146916242799,
00007531cf1cf0a6d7c4,Grand Prairie_TX,0.4823557464396579,
0000adaff1796c827af6,Mesquite_TX,0.5293182779599012,
00007e0a22a2cab3b49c,Waco_TX,0.5488436040744091,
0000896adeb22e7e2d25,Wichita Falls_TX,0.43942129535491253,
0000e7f63b6e734cb448,Abilene_TX,0.44335567640302354,
0000e668053634a0ee34,San Angelo_TX,0.4257892534830456,
0000a93f13d5aa78b42b,San Antonio_TX,0.5175848961415022,
00003cc59d1577fa3ee5,Laredo_TX,0.3613337841940157,
00008f8c8a4a380fc967,McAllen_TX,0.4238100396483845,
0000b99ceaae57d53e55,Corpus Christi_TX,0.43554764028322895,
000083f63df468084c71,Brownsville_TX,0.5253665936950012,
000072b0ab0c082f1749,Tucson_AZ,0.17771111844132892,
0000755d745b22941807,El Paso_TX,0.22853460840169912,
000018723ec5938cb591,Las Cruces_NM,0.23239963995687354,
000017d855f26be67b03,Midland_TX,0.24802350360808972,
0000cd22c69d77930705,Odessa_TX,0.2363041832450434,
00005c8d4bd8dedb6938,Lubbock_TX,0.37696528032239046,
000024404842b5aad06c,Amarillo_TX,0.3691260525580136,
000021c93b0c94bd2b01,Pueblo_CO,0.2519582167041901,
000063fa7388bfa00c84,Colorado Springs_CO,0.40820497996290767,
0000db8a267cc51066d9,Albuquerque_NM,0.24804426869208152,
0000646bb307ed75a5a9,Mesa_AZ,0.21289923154197232,
000010de0c20bc51ee3a,Gilbert_AZ,0.2559051926071375,
0000de79dab13cd1ab75,Chandler_AZ,0.22852958775283908,
00008079de973e949417,Phoenix_AZ,0.1972515232101591,
0000a3effc386bfc9248,Tempe_AZ,0.21286606008511094,
00005afd65f4d09cfb53,Scottsdale_AZ,0.27148694219639435,
000020342f0ef78ebcf4,Glendale_AZ,0.18159019173474503,
00006e8e8dd6292e41c6,Peoria_AZ,0.1855426475902349,
00004b1b9e28b5649a67,Surprise_AZ,0.1699134565137731,
00009133a7e030aba021,Provo_UT,0.5018759701998325,
00001d2d377ac4d42745,Salt Lake City_UT,0.3965056464226527,
00000a64e6f4c26d89e0,West Jordan_UT,0.3847722449797837,
0000e615052fc902b2a7,West Valley City_UT,0.38085734801750365,
0000638b80475705b245,Fort Collins_CO,0.4902473536471141,
0000dd0f78f11a98c94e,Lakewood_CO,0.4785195256096205,
0000d251466274aa3b52,Denver_CO,0.40820111597541175,
000063e851fdb2f621d5,Arvada_CO,0.4589378967491207,
00007993cb6234a8ad5d,Westminster_CO,0.46678158240583156,
000008aab487aa52b795,Boulder_CO,0.4785019022825414,
0000b41f430e6d0fff0a,Thornton_CO,0.4316777560981213,
000008615d53bc37b407,Aurora_CO,0.4159812947016777,
00007bbca6c6773e2027,Centennial_CO,0.478468427048188,
0000ad9a0d151e515095,Greeley_CO,0.4668239948230353,
0000b70c84f2335e49bd,Sioux Falls_SD,0.560564560397857,
0000aae141e52903da4d,Omaha_NE,0.5644594196440128,
00005b0b12c4d843756f,Lincoln_NE,0.568313465053773,
0000643e17ca54e1899b,Oklahoma City_OK,0.634780579420868,
000071ab039e966bfd48,Norman_OK,0.6738491512074782,
00006c68e88393e8b3d9,Tulsa_OK,0.5917851837932795,
0000c09d7559112fe718,Broken Arrow_OK,0.6464630471696687,
0000ee7c4baa8fb8c23f,Wichita_KS,0.5566522227899149,
0000a273cf483d311673,Topeka_KS,0.5800790748284204,
000085207d17395ca687,Kansas City_MO,0.701199245158419,
000016af45d6ba560039,Kansas City_KS,0.7050691515161307,
0000ed8268dbe2840a22,Olathe_KS,0.6269604822745956,
00003cfbd931862fe86a,Overland Park_KS,0.6386532666663327,
0000004fee339232002e,Independence_MO,0.7246016099704732,
0000caab8fcb180c5eb9,Springfield_MO,0.6073750100964695,
000046f600c9811eee0b,Little Rock_AR,0.6542943112216326,
0000b097bc81a284552e,Memphis_TN,0.6191392297130401,
000046a9a79fa5a61c1d,St. Louis_MO,0.43554475155047717,
0000f1d4fa711fc466ef,Columbia_MO,0.6738894142084539,
000003e23664e8c6bffc,Davenport_IA,0.7206654053682503,
0000c54366aa51d0f68a,Cedar Rapids_IA,0.6387004641961846,
0000ca56ceb54fc11476,Des Moines_IA,0.6386938292697356,
0000b054c7d21ed1a867,Rochester_MN,0.6503278869171492,
0000bec7e7a424e48693,Green Bay_WI,0.5878794783753399,
0000e1b0a4dc03aabb68,Milwaukee_WI,0.4863456832636702,
0000d3edff51129e5255,Madison_WI,0.5644357677495695,
00004bf9c78e3dd9af1e,Rockford_IL,0.6230575207842648,
0000f5c872ce563129cd,Peoria_IL,0.6424980268539732,
000085c2ae3622be64a4,Chicago_IL,0.37307530553300944,
0000c8c2d29bef8ee49a,Naperville_IL,0.5761251174307412,
000042cccd814369f80a,Joliet_IL,0.5840201233137867,
00004ab4e23815d85db6,Aurora_IL,0.5565869627739468,
0000960d78b1cb1c432a,Elgin_IL,0.6191212702378823,
0000fa87e95b6af69004,South Bend_IN,0.5917838534935014,
00006227efc7ac45019c,Indianapolis_IN,0.6230369634731274,
0000fdf4405c25f45107,Fort Wayne_IN,0.5878818657531327,
0000590254dd793b0111,Grand Rapids_MI,0.5839788194916213,
000072d645d9769ed68e,Lansing_MI,0.6347776008003572,
000075ce2743f574098b,Detroit_MI,0.5175557063422687,
0000570ca528bccf1dfc,Sterling Heights_MI,0.5293540321062276,
0000f1215465111d278c,Warren_MI,0.4863378996830206,
0000b66f42970a994b7f,Cleveland_OH,0.462926635419503,
00000d0a57fd2b94413a,Akron_OH,0.6230536917861285,
00002cf5c7974f5298a0,Pittsburgh_PA,0.5683367501234078,
00007a5de129f6fdaf63,Columbus_OH,0.5566458582038947,
0000f626a4d94f0a3120,Toledo_OH,0.5527355206077625,
0000e061d48139b35ae1,Ann Arbor_MI,0.6269847742618226,
000094e5842421574ca5,Dayton_OH,0.5917966829779935,
000089e6167321626a75,Cincinnati_OH,0.6230368119804439,
0000ab2d631014b97ce3,Lexington_KY,0.7636915277256754,
0000f95a7bf51db14141,Winston-Salem_NC,0.7167657141258474,
000027f117d3c36218bd,Greensboro_NC,0.6699523878317503,
0000b9e720c214fa0a4a,High Point_NC,0.6621227204289354,
000001f255b784de7b2c,Charlotte_NC,0.6621161930365431,
00009989daf89fed2542,Knoxville_TN,0.6270112931435148,
00006a5756e596b92a00,Chattanooga_TN,0.6699143848993021,
000083a4b92bcf3504af,Huntsville_AL,0.7285114752823643,
0000c2e49b4a4b4f6775,Murfreesboro_TN,0.634773791532263,
000060e61661d565f1c2,Nashville_TN,0.7207108805893062,
00002a45999e2e0d8108,Clarksville_TN,0.7128900996291985,
00009adb71b6653e974d,"Lousiville, KY",0.7011729237374345,
0000135e483747bd9784,Evansville_IN,0.5801005578580969,
00006bd7c0f3970ec1f9,Springfield_IL,0.6230270166110595,
000010d59d0c74ffa5cb,Birmingham_AL,0.6816215664131353,
0000d8e92831ba481ba7,Montgomery_AL,0.6230359097922432,
00003cb832c5490a115b,Columbus_GA,0.6894728590472721,
0000cfd6595b0e524828,Mobile_AL,0.6191451390866808,
000074bb9aacd37675f6,Tampa_FL,0.5449070236348672,
0000d8511f6f4af2ddfe,St. Petersburg_FL,0.5098178607331557,
0000ada808ff435ec4c9,Clearwater_FL,0.47460718326843937,
000050f35cf43955ed31,West Palm Beach_FL,0.4355509458662823,
000012e1905b15f71f94,Pompano Beach_FL,0.38474925582209,
00005544265103a390f0,Fort Lauderdale_FL,0.37701957530628827,
0000557e0d3e8c860372,Hollywood_FL,0.4277878430806298,
0000f25dd9221dae31f4,Davie_FL,0.5097154084760581,
00007664ed33214647f9,Coral Springs_FL,0.46284761098183624,
000053d61c6341cb78ad,Pembroke Pines_FL,0.4160921370732188,
000028fbce57f872eb6b,Miramar_FL,0.43547538182655265,
0000a1fc9f9db9e1376d,Hialeah_FL,0.2988265549225619,
000088399f716f8bdfd9,Miami Gardens_FL,0.43946186898991296,
000024da128c3aed8bc6,Miami_FL,0.33788361749906604,
0000e2b50cd6c1c0931b,Cape Coral_FL,0.501927427238476,
00002c6fa0069823d409,Lakeland_FL,0.6113051281521695,
00005e14c1aad7ff55e2,Orlando_FL,0.5371230370263305,
0000e33e2a51dc0c6e82,Palm Bay_FL,0.5996257878553287,
0000c09164204bfe761b,Port St. Lucie_FL,0.5722606150578239,
000054da246fcb160dc5,Jacksonville_FL,0.6699308954852468,
0000135bde0a03df25ba,Gainesville_FL,0.6855753442891283,
0000c0cc9f7b7faf0652,Tallahassee_FL,0.6777282498861721,
000030c41de5461275f2,Macon_GA,0.7285237765712894,
0000bc6029f6ded0a77c,Atlanta_GA,0.6387030867849968,
0000980ffe394b4799c7,Sandy Springs_GA,0.658179607676781,
00003f4c96a4a02e8925,Athens_GA,0.7402289699491436,
000076d17026ea4a3760,Augusta_GA,0.6660256946962386,
00003eea7f26fdbe816e,Columbia_SC,0.6386806651307316,
00000d8538bd1a015d8f,Savannah_GA,0.5918272596360127,
000040525514cdc2a4c0,Charleston_SC,0.6191220103635152,
000027b9bb729634d497,North Charleston_SC,0.634741686755068,
0000f14afc7684f563ff,Wilmington_NC,0.6074642353480844,
00000b88693c306ec526,Fayetteville_NC,0.6113058690712136,
00009966c77ab422b0b7,Raleigh_NC,0.669922318627089,
0000a94355bc51ba5c3d,Cary_NC,0.6582156727040482,
0000c329eec9d9fcbbd6,Durham_NC,0.689444226792998,
0000b7276d54f9258972,Chesapeake_VA,0.7832239288613498,
00008aae8013f6756990,Newport News_VA,0.6308086462654225,
00002d40095ddfe1dfae,Richmond_VA,0.6035465278633874,
000020c7ebd8de2f2ecc,Washington_DC,0.4589793302535016,
0000b49893847ae42ef8,Alexandria_VA,0.45122331186056536,
000035f596e2a3d366da,Baltimore_MD,0.45899460910408135,
0000a60aa3a131f4ed96,Hampton_VA,0.5996346123209516,
00006973419b12f95c86,Norfolk_VA,0.517566869804749,
00008b6d3682f758410e,Virginia Beach_VA,0.6699413506554767,
000092dfc74f74fff1a4,Philadelphia_PA,0.3964856324443045,
000049253560fabcce02,New York_NY,0.33007785792469435,
0000c8d93c325e166908,Elizabeth_NJ,0.2402374568880444,
00000adb631b4a7eb33a,Jersey City_NJ,0.25583705461811873,
0000a147f9837b5a1fee,Newark_NJ,0.26744102451021445,
0000b3bf16eb1f0793e2,Yonkers_NY,0.5606356438412986,
0000267b8985810d792a,Stamford_CT,0.7519723039597896,
0000cb358213b090a4a6,Paterson_NJ,0.3574151275200089,
0000ed9b73ee3445f8b8,Allentown_PA,0.5410381876035375,
00005b01704dc821e871,Rochester_NY,0.5527316072865113,
00007459d6ef2b3ec232,Buffalo_NY,0.38083000474708273,
00003b5f5d5af0b68491,Syracuse_NY,0.580126387056427,
0000d9924d191801d3d4,Manchester_NH,0.6543456672867973,
0000ff47a4a019f87ec5,Boston_MA,0.4628785880345745,
000055fbe54a8968dc95,Cambridge_MA,0.45518676895444815,
000035da3db673b3ef81,Lowell_MA,0.5682867891358576,
00003d142a24b16d817a,Worcester_MA,0.6542377761969661,
00000a33e93fd2aa5917,Providence_RI,0.4081792491152628,
0000c2e8c085f2668f9d,Hartford_CT,0.47848321990188497,
00001d8143264fdcef54,Springfield_MA,0.5606129849829694,
0000cf946823449ef063,Waterbury_CT,0.6308269276956389,
0000dabc9d13a3ba40a5,New Haven_CT,0.5409893996625187,
00002c44b9ea38df4978,Bridgeport_CT,0.46285729581347146,
